MorId;DatterID;AssosiasjonsID
670379421;670381945;220028
670377161;670383204;220028
670377160;670383203;220028
670377159;670383202;220028
670377157;670383200;220028
670377158;670383201;220028
670377156;670383199;220028
670377155;670383198;220028
670377154;670383197;220028
670377153;670383196;220028
670376933;670382976;220028
670377152;670383195;220028
670377151;670383194;220028
670377150;670383193;220028
670349700;670375131;220028
670349701;670375132;220028
